Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	E0135	namespace "ospcommon" has no member "vec3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	32	
Error (active)	E0135	namespace "ospcommon" has no member "vec3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	33	
Error (active)	E0018	expected a ')'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	43	
Error (active)	E0135	namespace "ospcommon" has no member "vec2i"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	52	
Error (active)	E0135	namespace "ospcommon" has no member "box3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	133	
Error (active)	E0135	namespace "ospray::cpp" has no member "Renderer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	135	
Error (active)	E0065	expected a ';'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	135	
Error (active)	E0135	namespace "ospray::cpp" has no member "Renderer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	136	
Error (active)	E0065	expected a ';'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	136	
Error (active)	E0135	namespace "ospray::cpp" has no member "FrameBuffer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	138	
Error (active)	E0065	expected a ';'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	138	
Error (active)	E0020	identifier "renderer" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	140	
Error (active)	E0020	identifier "rendererDW" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	140	
Error (active)	E0020	identifier "frameBufferDW" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	155	
Error (active)	E0135	namespace "ospray::cpp" has no member "FrameBuffer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	155	
Error (active)	E0135	namespace "ospray::cpp" has no member "Renderer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	168	
Error (active)	E0020	identifier "frameBufferDW" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ospExampleViewer.cpp	172	
Error (active)	E0864	AffineSpaceT is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	112	
Error (active)	E0864	AffineSpaceT is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	145	
Error (active)	E0864	AffineSpaceT is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	146	
Error (active)	E0864	AffineSpaceT is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	147	
Error (active)	E0864	AffineSpaceT is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	148	
Error (active)	E0020	identifier "Quaternion3f" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	148	
Error (active)	E0276	name followed by '::' must be a class or namespace name	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	155	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\AffineSpace.h	161	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\box.h	48	
Error (active)	E0864	box_t is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\box.h	117	
Error (active)	E0864	box_t is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\box.h	118	
Error (active)	E0864	box_t is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\box.h	119	
Error (active)	E0864	box_t is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\box.h	120	
Error (active)	E0864	box_t is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\box.h	121	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\box.h	127	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	102	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	103	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	104	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	105	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	106	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	107	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	108	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	109	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	110	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	111	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	112	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	113	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	114	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\common.h	115	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\LinearSpace.h	110	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\LinearSpace.h	116	
Error (active)	E0864	LinearSpace2 is not a template	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\LinearSpace.h	311	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\LinearSpace.h	317	
Error (active)	E0040	expected an identifier	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	130	
Error (active)	E0029	expected an expression	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	130	
Error (active)	E0067	expected a '}'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	130	
Error (active)	E0018	expected a ')'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	131	
Error (active)	E0029	expected an expression	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	131	
Error (active)	E0067	expected a '}'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	131	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	131	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	270	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\math.h	271	
Error (active)	E0260	explicit type is missing ('int' assumed)	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	46	
Error (active)	E0020	identifier "T" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	46	
Error (active)	E0020	identifier "T" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	46	
Error (active)	E0020	identifier "T" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	46	
Error (active)	E0260	explicit type is missing ('int' assumed)	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	52	
Error (active)	E0020	identifier "ZeroTy" is undefined	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	52	
Error (active)	E0065	expected a ';'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	52	
Error (active)	E0169	expected a declaration	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	65	
Error (active)	E0065	expected a ';'	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospcommon\Quaternion.h	67	
